Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_DOMAIN	KW-0732~Signal	185	27.286135693215343	1.666236759231164E-7	PGLYRP4, ADAMDEC1, CSF3R, IGHV3-21, UPK2, CCL4L2, LST1, SIRPG, SPATA20, OLFML2A, ANTXR2, IGF1R, LAMP5, IGLV2-8, ISLR, C1ORF127, PLAU, LIPG, IGHV3-7, HLA-DOB, EPHB1, IL13RA1, CPA2, IGHV3-30, TMEM178B, IGHV3-33, IGFBP2, LMTK3, PCOLCE, SHISA3, VWA5B1, IGHV1-18, COL4A2, IL23A, NAAA, KCNQ2, MXRA7, CD101, TRABD2A, PLA1A, CETP, IGHV4-4, CCL3L1, IGKV2D-30, SDC4, LOC400499, MTTP, TRANK1, KLHL11, IGHV1-69, MST1R, THY1, CFP, CD1C, EFNA5, IGLV2-11, C3, NKAIN3, TERT, IGLV1-47, IGLV1-44, CD300LB, PLXNA2, IGKV3-11, GRIA3, TXNDC5, CD276, FZD1, NAPSA, DTNA, PTPRN2, FZD5, ZG16B, TNFRSF9, IGHV3-11, TMEM132B, GFPT2, CYP4F3, FN1, FZD8, ADA2, PXDNL, TNFRSF10D, NOTCH2NLB, COL1A1, PCDHGA11, PTPRE, PCDHGA12, IGLV1-51, CXCL12, ALPP, LYPD6B, RLN2, FNDC10, GNRH1, HPSE, ULBP1, GSDME, FKBP10, ACHE, CPM, UCN, NRP2, PODXL2, FLT3, ITGB4, ITGB3, IGHV1-2, SERPINA9, SIRPB1, JCHAIN, GLT1D1, C1QTNF1, MCF2L, CTSF, C19ORF18, NEO1, CAMP, PCDHGA6, GRID2, PTGIR, EDN1, EGFL7, KCND2, FCRL5, IL15, NFAM1, TNFRSF19, IL17RB, TMT1B, ELAPOR1, IGLV4-69, NCR2, IFNG, IGLV3-10, ENAM, PXDN, MMP17, TNFRSF25, CASQ1, ITGA5, MFGE8, TLR4, DNASE1L3, MEGF6, ASAH2, IGHV6-1, IGHV3-43, LAMA3, FGL2, NRXN3, IGHV3-48, IGHV1-24, IGHV3-49, FSTL3, IGLV3-25, WNT11, GPC1, NCR3LG1, LAIR2, LRIG3, RNF130, JAM2, NPDC1, NTRK2, LRRC26, IGKV1-9, IGHV3-53, IGKV1-8, GCGR, F12, GABRA4, IGKV1-5, LHFPL1, DHRS3, DLK2, FAM167A, SLCO3A1, TLL2, GHRL, FAM171B, PDCD1, NECTIN4, CBLN3, MEGF9	444	4394	14566	1.3812395691093917	4.665452432495165E-6	2.3327314629236294E-6	2.3327314629236294E-6
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	103	15.191740412979351	9.767392348346236E-7	PGLYRP4, ADAMDEC1, CSF3R, IGHV3-21, CCL4L2, F13A1, SPATA20, OLFML2A, ANTXR2, IGLV2-8, ISLR, IGHG1, PLAU, LIPG, IGHV3-7, CPA2, IGHV3-30, IGHV3-33, IGFBP2, PCOLCE, VWA5B1, IGHV1-18, COL4A2, IL23A, PLA1A, CETP, IGHV4-4, CCL3L1, IGKV2D-30, SDC4, IGHV1-69, CFP, IGLV2-11, C3, PDZD2, IGLV1-47, IGLV1-44, SFN, IGHA1, IGKV3-11, NAPSA, ZG16B, IGHV3-11, FN1, ADA2, ISG15, PXDNL, NOTCH2NLB, COL1A1, IGLV1-51, CXCL12, RLN2, GNRH1, HPSE, ACHE, UCN, NRP2, IGHV1-2, SERPINA9, JCHAIN, GLT1D1, C1QTNF1, CAMP, EDN1, SERPINB1, EGFL7, IL15, IL17RB, IGLV4-69, FCER2, IFNG, NRG4, IGLV3-10, ENAM, PXDN, MMP17, TNFRSF25, MFGE8, DNASE1L3, MEGF6, ASAH2, IGHV6-1, IGHV3-43, LAMA3, FGL2, IGHV3-48, IGHV1-24, IGHV3-49, FSTL3, IGLV3-25, WNT11, GPC1, LAIR2, GBP1, IGKV1-9, IGHV3-53, IGKV1-8, F12, IGKV1-5, TLL2, GHRL, NECTIN4, CBLN3	528	2179	17932	1.6053687401782857	4.395232110110392E-5	1.0988316391889515E-5	1.0255761965763549E-5
UP_KW_BIOLOGICAL_PROCESS	KW-1064~Adaptive immunity	36	5.3097345132743365	1.0849871357261332E-6	IGHV4-4, IGHV6-1, IGKV2D-30, IGHV3-43, IGHV3-21, IGHV1-2, IGHV3-48, IGHV1-24, IGHV3-49, IGHV1-69, CD1C, IGLV2-11, IGLV2-8, IGLV3-25, IGHG1, IGLV1-47, IGLV1-44, IGHV3-7, IGHA1, IGKV3-11, HLA-DOB, IGKV1-9, IGHV3-30, IGHV3-53, IGKV1-8, IGHV3-33, IGHV3-11, IGKV1-5, IGHV1-18, IGLV4-69, IGLV1-51, RNF125, CLEC4D, IGLV3-10, CLEC6A, PDCD1	320	518	11434	2.4832528957528957	9.764412768786812E-5	4.882442110767599E-5	4.828192753981293E-5
GOTERM_BP_DIRECT	GO:0016064~immunoglobulin mediated immune response	15	2.2123893805309733	1.3368328353899287E-6	IGHV4-4, IGHV6-1, IGHV3-30, IGHV3-53, IGHV3-43, IGHV3-21, IGHV3-11, IGHV3-33, IGHV1-2, IGHV3-48, IGHV1-24, IGHV3-49, IGHV1-69, IGHV1-18, IGHV3-7	518	110	19416	5.111267111267111	0.0034057867825127985	0.001705798697957549	0.001703793448704464
INTERPRO	IPR019749:Band_41_domain	11	1.6224188790560472	1.949964818872717E-6	FRMD3, EPB41L5, EPB41L4A, FRMD6, FRMPD3, MYO7B, TLN2, FRMD4B, PTPN13, PTK2, FERMT2	573	54	20667	7.347197983323637	0.003266696853508444	4.090051207585524E-4	4.0632391913260243E-4
INTERPRO	IPR019748:FERM_central	11	1.6224188790560472	1.949964818872717E-6	FRMD3, EPB41L5, EPB41L4A, FRMD6, FRMPD3, MYO7B, TLN2, FRMD4B, PTPN13, PTK2, FERMT2	573	54	20667	7.347197983323637	0.003266696853508444	4.090051207585524E-4	4.0632391913260243E-4
INTERPRO	IPR035963:FERM_2	11	1.6224188790560472	1.949964818872717E-6	FRMD3, EPB41L5, EPB41L4A, FRMD6, FRMPD3, MYO7B, TLN2, FRMD4B, PTPN13, PTK2, FERMT2	573	54	20667	7.347197983323637	0.003266696853508444	4.090051207585524E-4	4.0632391913260243E-4
INTERPRO	IPR000299:FERM_domain	11	1.6224188790560472	2.324824583393629E-6	FRMD3, EPB41L5, EPB41L4A, FRMD6, FRMPD3, MYO7B, TLN2, FRMD4B, PTPN13, PTK2, FERMT2	573	55	20667	7.213612565445027	0.0038934609352233585	4.334506278816122E-4	4.3060917561302E-4
UP_SEQ_FEATURE	DOMAIN:FERM	11	1.6224188790560472	3.4512665693016975E-6	FRMD3, EPB41L5, EPB41L4A, FRMD6, FRMPD3, MYO7B, TLN2, FRMD4B, PTPN13, PTK2, FERMT2	572	57	20502	6.917004048582997	0.008820287579145991	0.0011074251604246822	0.0011031110772130551
UP_KW_PTM	KW-1015~Disulfide bond	165	24.336283185840706	3.6962659359652507E-6	PGLYRP4, ADAMDEC1, CSF3R, IGHV3-21, GPR68, CCL4L2, SIRPG, GRPR, OLFML2A, ANTXR2, IGF1R, IGLV2-8, TMEM266, ISLR, IGHG1, CYSLTR2, PLAU, LIPG, IGHV3-7, HLA-DOB, EPHB1, IL13RA1, CPA2, IGHV3-30, ENTPD2, IGHV3-33, SLC34A1, IGFBP2, PCOLCE, IGHV1-18, OBSCN, CLEC4D, KEL, COL4A2, IL23A, NAAA, CD101, PLA1A, CETP, IGHV4-4, SUCNR1, CCL3L1, IGKV2D-30, MTTP, LPAR1, IGHV1-69, MST1R, THY1, CFP, CD1C, EFNA5, IGLV2-11, C3, FUT7, IGLV1-47, IGLV1-44, CD300LB, PLXNA2, ST8SIA5, IGHA1, IGKV3-11, GRIA3, TXNDC5, CD276, FZD1, NAPSA, FZD5, TNFRSF9, IGHV3-11, FN1, FZD8, ADA2, ISG15, PXDNL, TNFRSF10D, NOTCH2NLB, COL1A1, IGLV1-51, CXCL12, ALPP, LYPD6B, CLEC6A, RLN2, HPSE, ULBP1, ACHE, CPM, NRP2, PODXL2, FLT3, ITGB4, ITGB3, IGHV1-2, SIRPB1, JCHAIN, HYAL4, CTSF, CCR6, CLIC2, NEO1, CCR4, CAMP, GRID2, PTGIR, EDN1, EGFL7, GPR34, FCRL5, IL15, NFAM1, TNFRSF19, ELAPOR1, IGLV4-69, FCER2, NCR2, NRG4, IGLV3-10, NME8, PXDN, MMP17, TNFRSF25, ITGA5, MFGE8, TLR4, DNASE1L3, MEGF6, ASAH2, IGHV6-1, IGHV3-43, PTGER2, LAMA3, FGL2, NRXN3, IGHV3-48, IGHV1-24, IGHV3-49, FSTL3, IGLV3-25, WNT11, GPC1, NCR3LG1, LAIR2, LRIG3, JAM2, KLRG1, NTRK2, LRRC26, IGKV1-9, DMTN, IGHV3-53, IGKV1-8, GCGR, F12, GABRA4, IGKV1-5, DLK2, TSPAN15, CLEC2B, SLCO3A1, TLL2, PDCD1, ACKR1, NECTIN4, CBLN3, MEGF9	442	3914	14268	1.360830248533516	9.979438492346837E-5	5.174772310351351E-5	5.174772310351351E-5
GOTERM_MF_DIRECT	GO:0038023~signaling receptor activity	21	3.0973451327433628	4.863781921831463E-6	F8A1, GRID2, NRP2, CSF3R, SUCNR1, TNFRSF9, TNFRSF19, NRXN3, ANTXR2, AMOT, NOTCH2NLB, NCR2, TNFRSF25, ACKR1, PDCD1, CCR6, ITGA5, NEO1, TLR4, KLRG1, STRA6	533	225	19208	3.3635021888680425	0.004101471614746055	0.002054947861973793	0.0020500840800519613
INTERPRO	IPR050150:IgV_Light_Chain	13	1.9174041297935103	9.747713212861128E-6	IGKV1-9, IGKV1-8, IGKV2D-30, IGKV1-5, IGLV4-69, IGLV2-11, IGLV2-8, IGLV3-25, IGLV1-51, IGLV1-47, IGLV3-10, IGLV1-44, IGKV3-11	573	93	20667	5.0417722231605016	0.01622369736185514	0.0016356662771180974	0.00162494379258395
SMART	SM00295:B41	11	1.6224188790560472	1.2597002550534202E-5	FRMD3, EPB41L5, EPB41L4A, FRMD6, FRMPD3, MYO7B, TLN2, FRMD4B, PTPN13, PTK2, FERMT2	368	54	10680	5.911835748792271	0.003495863955470302	0.0017509833545242541	0.0017509833545242541
INTERPRO	IPR014352:FERM/acyl-CoA-bd_prot_sf	10	1.4749262536873156	2.1259557476346428E-5	FRMD3, EPB41L5, EPB41L4A, FRMD6, FRMPD3, MYO7B, TLN2, FRMD4B, PTPN13, PTK2	573	56	20667	6.44072550486163	0.03504510208998113	0.003243048858664482	0.0032217893011881357
GOTERM_CC_DIRECT	GO:0009986~cell surface	38	5.604719764011799	2.6238240186486363E-5	CPM, ACHE, INTU, SDC4, ITGB4, ITGB3, LPAR1, MST1R, THY1, ANTXR2, SLC4A4, SIRPB1, FUT4, AMOT, C3, PLAU, GPC1, LIPG, HYAL4, KCNN2, CCR6, NEO1, JAM2, S100A10, FZD1, EGFL7, FCRL5, FZD5, SLC34A1, TNFRSF10D, NOTCH2NLB, TSPAN15, NCR2, ALPP, PXDN, ITGA5, TLR4, FERMT2	556	665	20666	2.1239465570400826	0.012049047810819724	0.003030516741539175	0.0029518020209797157
INTERPRO	IPR011993:PH-like_dom_sf	30	4.424778761061947	2.697008185173053E-5	GRAMD1B, FRMPD3, IRS1, RGPD4, MTMR7, CYTH3, EPB41L5, ARHGAP42, EPB41L4A, MCF2L, PSD3, HOMER3, RALGPS2, PLCL1, MYO7B, FRMD4B, PTPN13, ADAP1, IPCEF1, PHETA1, PTK2, TIAM2, FRMD3, OBSCN, FRMD6, DOK4, TLN2, PRKD1, FERMT2, SNTB1	573	452	20667	2.393897975258305	0.044247611796443764	0.0037713164456003195	0.003746593870569566
UP_KW_LIGAND	KW-0106~Calcium	51	7.52212389380531	2.7378249745958825E-5	FKBP10, SLC23A2, NRP2, ITGB4, ITGB3, GUCA1B, F13A1, OGDHL, CAPN8, SPATA21, LIPG, CPNE2, UNC13C, PCDHGA6, EGFL7, ENTPD2, ACTN1, FCER2, CLEC4D, MYL2, PITPNM3, PXDN, MMP17, CASQ1, ITGA5, PPEF1, MCTP2, DNASE1L3, PLA1A, MEGF6, ASAH2, NRXN3, CLCNKA, ITPR2, RASGRP2, AIF1, CACNA1G, SVIL, PXDNL, NOTCH2NLB, DLK2, VIL1, COL1A1, PCDHGA11, PCDHGA12, CABYR, ALPP, CLEC6A, TLL2, HPSE, SNTB1	202	980	6946	1.7894827237825823	7.66307723189863E-4	7.665909928868471E-4	7.665909928868471E-4
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	21	3.0973451327433628	2.921327810216054E-5	EGFL7, NRP2, FZD5, CEMIP2, SH2D2A, TNFAIP2, NRXN3, FN1, FZD8, THY1, SHB, PIK3CG, PTK2, AMOT, COL4A2, PXDN, PRKD1, ITGA5, MFGE8, EPHB1, ZNF354C	518	264	19416	2.981572481572482	0.07184206741077481	0.02485076190557123	0.02482154862746907
GOTERM_MF_DIRECT	GO:0003779~actin binding	24	3.5398230088495577	6.520587604691692E-5	TMOD1, DMTN, MYBPC2, ACTN1, LRRK2, HIP1R, MYO7B, SSH3, PTK2, ADD2, PDLIM3, BAIAP2L1, DAAM1, SYNPO2L, CROCC, MYO6, MYO18B, TLN2, MYOZ1, SYNPO, GBP1, FERMT2, SNTB1, PFN2	533	335	19208	2.581792724930694	0.0536102167189586	0.018366321753214933	0.018322851169183654
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) asparagine	162	23.893805309734514	8.731384984405958E-5	PGLYRP4, SLC23A2, ADAMDEC1, CSF3R, GPR68, UPK2, SIRPG, F13A1, ABCA12, GRPR, ANTXR2, IGF1R, LAMP5, ISLR, CYSLTR2, PLAU, LIPG, SYNPO, HLA-DOB, EPHB1, SLC12A8, IL13RA1, ENTPD2, TMEM178B, SLC34A1, LMTK3, PCOLCE, VWA5B1, ADCY9, CLEC4D, KEL, COL4A2, KCNQ1, NAAA, CD101, TRABD2A, PLA1A, CETP, HACD1, SUCNR1, LPAR1, MST1R, THY1, CD1C, EFNA5, GPR82, FUT4, CACNA1G, C3, FUT7, CHST12, KCNMB1, PLXNA2, ST8SIA5, GRIA3, STRA6, CD276, FZD1, NAPSA, SLC37A2, PTPRN2, FZD5, ZG16B, TNFRSF9, TMEM132B, FN1, FZD8, ADA2, PXDNL, TNFRSF10D, NOTCH2NLB, COL1A1, PCDHGA11, PTPRE, PCDHGA12, ALPP, CLEC6A, FNDC10, HPSE, ULBP1, SLC44A5, FKBP10, ACHE, CPM, NRP2, PODXL2, FLT3, ITGB4, ITGB3, KCNC4, SERPINA9, TSPAN11, SIRPB1, C1QTNF1, HYAL4, CTSF, CCR6, NEO1, CCR4, PCDHGA6, GRID2, PTGIR, CERS6, GPR34, FCRL5, IL15, CEMIP2, NFAM1, SLC2A13, TNFRSF19, POMGNT2, IL17RB, ELAPOR1, FCER2, NCR2, B3GNT7, IFNG, NRG4, ENAM, PXDN, MMP17, TNFRSF25, CASQ1, ITGA5, MFGE8, TLR4, MEGF6, ASAH2, PTGER2, LAMA3, FGL2, NRXN3, KCNA3, ADCY6, FSTL3, WNT11, SV2B, TMEM204, GPC1, NCR3LG1, LRIG3, RNF130, JAM2, KCNJ3, KLRG1, NTRK2, LRRC26, GCGR, F12, GABRA4, LHFPL1, DLK2, TSPAN15, CLEC2B, SLCO3A1, TLL2, FAM171B, PDCD1, ACKR1, NECTIN4, CBLN3, MEGF9	572	4419	20502	1.313987438223691	0.20080030889172207	0.024903850283300107	0.024806834894584483
INTERPRO	IPR018979:FERM_N	7	1.0324483775811208	9.81210758566043E-5	FRMD3, EPB41L5, EPB41L4A, FRMD6, TLN2, FRMD4B, PTPN13	573	28	20667	9.017015706806282	0.1518139286466068	0.012665166560567846	0.012582141034843028
UP_SEQ_FEATURE	TOPO_DOM:Extracellular	117	17.25663716814159	1.2634264853489868E-4	IFITM3, SLC23A2, CSF3R, GPR68, SIRPG, GRPR, ANTXR2, SLC9C1, SLC4A4, IGF1R, LAMP5, TMEM266, IGHG1, CYSLTR2, HLA-DOB, EPHB1, IL13RA1, ENTPD2, SLC34A1, ADCY9, CLEC4D, KEL, KCNQ1, KCNQ2, MAL, KCNQ5, CD101, TRABD2A, SUCNR1, SDC4, SLC35D2, LPAR1, ITPR2, MST1R, CD1C, GPR82, CACNA1G, KCNMB1, CD300LB, PLXNA2, IGHA1, GRIA3, STRA6, CD276, FZD1, PTPRN2, FZD5, TNFRSF9, TMEM132B, TMEM120A, FZD8, TNFRSF10D, NOTCH2NLB, PCDHGA11, PTPRE, PCDHGA12, CLEC6A, FNDC10, SLC44A5, NRP2, PODXL2, FLT3, ITGB4, ITGB3, MS4A7, SIRPB1, HYAL4, FLVCR2, CCR6, C19ORF18, NEO1, CCR4, PCDHGA6, GRID2, PTGIR, GPR34, KCND2, FCRL5, CEMIP2, NFAM1, SLC2A13, TNFRSF19, IL17RB, ELAPOR1, CLDN10, FCER2, NCR2, NRG4, TNFRSF25, ITGA5, TLR4, PTGER2, NRXN3, KCNA3, ADCY6, SV2B, MARVELD1, TMEM204, NCR3LG1, RNF130, JAM2, KCNJ3, KLRG1, NTRK2, LRRC26, GCGR, GABRA4, DLK2, TSPAN15, CLEC2B, SLCO3A1, FAM171B, PDCD1, ACKR1, NECTIN4, TMEM229B, MEGF9	572	3005	20502	1.3955377401300861	0.27699711631979984	0.03243215787890849	0.03230581523037359
GOTERM_MF_DIRECT	GO:0005178~integrin binding	15	2.2123893805309733	1.7129088570999563E-4	ITGB4, ITGB3, ACTN1, LAMA3, FN1, ISG15, THY1, PTK2, FCER2, CXCL12, TLN2, ITGA5, MFGE8, FERMT2, JAM2	533	162	19208	3.3368077270516294	0.1347641897792885	0.036185199606236576	0.03609955416338158
GOTERM_CC_DIRECT	GO:0072562~blood microparticle	15	2.2123893805309733	1.8374890619780073E-4	IGHV4-4, IGHV3-30, IGKV1-5, IGHV1-2, FN1, F13A1, IGHV1-69, JCHAIN, C3, IGLV3-25, IGHG1, IGLV1-47, IGHV3-7, IGHA1, IGKV3-11	556	168	20666	3.318666495375128	0.08139567148602922	0.01697839893267679	0.016537401557802065
UP_SEQ_FEATURE	TRANSMEM:Helical; Name=Segment S3	9	1.3274336283185841	1.9388387907770215E-4	TMEM266, KCND2, KCNQ1, KCNC4, KCNQ2, KCNA3, KCNN1, KCNN2, KCNQ5	572	58	20502	5.561791656619244	0.39210199852728067	0.03828460904557395	0.03813546760012957
UP_SEQ_FEATURE	TRANSMEM:Helical; Name=Segment S1	9	1.3274336283185841	1.9388387907770215E-4	TMEM266, KCND2, KCNQ1, KCNC4, KCNQ2, KCNA3, KCNN1, KCNN2, KCNQ5	572	58	20502	5.561791656619244	0.39210199852728067	0.03828460904557395	0.03813546760012957
UP_SEQ_FEATURE	TRANSMEM:Helical; Name=Segment S2	9	1.3274336283185841	1.9388387907770215E-4	TMEM266, KCND2, KCNQ1, KCNC4, KCNQ2, KCNA3, KCNN1, KCNN2, KCNQ5	572	58	20502	5.561791656619244	0.39210199852728067	0.03828460904557395	0.03813546760012957
KEGG_PATHWAY	hsa04820:Cytoskeleton in muscle cells	19	2.8023598820058995	2.4858798017393094E-4	TMOD1, DTNA, MYBPC2, SDC4, ITGB4, ITGB3, FHL1, FN1, COL1A1, PDLIM3, OBSCN, COL4A2, DAAM1, MYL2, TLN2, ITGA5, MYOZ1, TRIM55, SNTB1	271	232	8865	2.679014505662298	0.06886743273293405	0.0696442650833229	0.06843095036061692
GOTERM_CC_DIRECT	GO:0005615~extracellular space	80	11.799410029498524	2.487445555527132E-4	ACHE, CPM, LRRK2, CCL4L2, TNFAIP2, F13A1, SERPINA9, OLFML2A, JCHAIN, IGLV2-8, IGHG1, C1QTNF1, GLIPR2, PLAU, MCF2L, DPYSL3, LIPG, CTSF, CAMP, CPA2, SERPINB1, EDN1, IGHV3-30, IL15, ACTN1, IGFBP2, KRT7, SERPINB9, PCOLCE, FRMD4B, IGLV4-69, OBSCN, IFNG, COL4A2, IGLV3-10, NRG4, PXDN, MMP17, MFGE8, TLR4, PLA1A, CETP, CCL3L1, IGKV2D-30, FGL2, CD1C, KRT86, CFP, FSTL3, IGLV2-11, C3, IGLV3-25, WNT11, IGLV1-47, GPC1, IGLV1-44, LRIG3, SFN, IGHA1, IGKV3-11, S100A10, NAPSA, IGKV1-9, IGKV1-8, CMTM3, ZG16B, F12, IGKV1-5, FN1, PXDNL, ADA2, COL1A1, IGLV1-51, DLG3, TLL2, GNRH1, GHRL, HPSE, CBLN3, ULBP1	556	1986	20666	1.49724329297891	0.10857527349267637	0.0190230176999076	0.018528913344065846
GOTERM_CC_DIRECT	GO:0030018~Z disc	13	1.9174041297935103	3.0924637362365296E-4	ACTN1, PPP3CA, JPH2, PDLIM3, OBSCN, SYNPO2L, MYO18B, KCNN1, KCNN2, CASQ1, PRKD1, MYOZ1, SYNPO	556	136	20666	3.5529253068133726	0.1331539813602567	0.0190230176999076	0.018528913344065846
GOTERM_CC_DIRECT	GO:0001726~ruffle	11	1.6224188790560472	3.294029038945039E-4	CYTH3, VIL1, ACTN1, MYO6, INPP5J, TLN2, ITGA5, FRMD4B, AIF1, TLR4, AMOT	556	99	20666	4.1298960831334925	0.14119141116395117	0.0190230176999076	0.018528913344065846
INTERPRO	IPR003599:Ig_sub	30	4.424778761061947	3.9600714891429315E-4	SIRPG, SIRPB1, IGLV2-11, IGLV2-8, IGLV3-25, IGLV1-47, NCR3LG1, IGLV1-44, CD300LB, LAIR2, LRIG3, IGKV3-11, NEO1, JAM2, CD276, NTRK2, IGKV1-9, MYBPC2, FCRL5, IGKV1-5, PXDNL, IGLV4-69, NCR2, OBSCN, IGLV1-51, IGLV3-10, PXDN, PDCD1, NECTIN4, CD101	573	528	20667	2.0493217515468825	0.48553698108054333	0.04746428541987028	0.04715313694572333
GOTERM_BP_DIRECT	GO:0007165~signal transduction	57	8.4070796460177	4.149183566630308E-4	CSF3R, IRS1, LRRK2, CTNND2, ARRB1, OLFML2A, ARHGAP5, SHB, SIRPB1, IGF1R, NRGN, ARHGAP42, PLAU, RASSF4, DPYSL2, TOM1, CCR6, CLIC2, SRGAP2B, CDKL2, EDARADD, PRKCH, IL15, NFAM1, TOM1L1, NCR2, ADCY9, MAPKAPK3, TNFRSF25, PRKD1, TRIM55, BEX2, SH2D2A, NRXN3, ITPR2, PPM1J, MST1R, RASGRP2, PLCXD2, C3, WNT11, NCR3LG1, MAP3K21, SFN, MAP2K6, DTNA, CMTM3, ADA2, TNFRSF10D, PTPRE, CXCL12, CLEC2B, DLC1, RLN2, GNRH1, NECTIN4, ULBP1	518	1326	19416	1.611244081832317	0.6532292498042702	0.18027630616708248	0.18006438260967603
GOTERM_BP_DIRECT	GO:0002250~adaptive immune response	27	3.982300884955752	4.21088842245287E-4	IGHV4-4, IGKV2D-30, IGHV3-21, CD1C, PIK3CG, JCHAIN, IGLV2-11, IGLV2-8, IGLV3-25, IGHG1, IGLV1-47, IGLV1-44, IGHA1, IGKV3-11, HLA-DOB, IGKV1-9, IGKV1-8, IGHV3-33, IGKV1-5, IGLV4-69, IGLV1-51, RNF125, CLEC4D, IFNG, IGLV3-10, CLEC6A, PDCD1	518	473	19416	2.139600186111814	0.6586493544400276	0.18027630616708248	0.18006438260967603
GOTERM_BP_DIRECT	GO:0071805~potassium ion transmembrane transport	13	1.9174041297935103	4.2384711481288986E-4	LRRC26, KCND2, KCNC4, KCNA3, SLC9C1, KEL, KCNMB1, KCNQ1, KCNQ2, KCNN1, KCNN2, KCNQ5, KCNJ3	518	142	19416	3.4315079667192343	0.6610447311394789	0.18027630616708248	0.18006438260967603
GOTERM_CC_DIRECT	GO:0045202~synapse	30	4.424778761061947	4.592439250062226E-4	ACHE, ITGB3, ADARB1, RASGRP2, CACNA1G, CAMK2N1, GPC1, KCNMB1, CAMK2N2, DPYSL3, KCNN1, UNC13C, GRID2, PTPRN2, EGR3, DTNA, FZD5, WHRN, GABRA4, TIAM2, CPEB1, KCNQ2, EEF1A2, RIMBP2, RAPGEF2, FAM171B, MYCBPAP, TLN2, CBLN3, SNTB1	556	549	20666	2.0310964343279476	0.19121279191932472	0.02357452148365276	0.02296219625031113
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	17	2.5073746312684366	4.853258890823895E-4	FZD1, FZD5, SDC4, ITGB3, FN1, FZD8, ITPR2, PTK2, MAPK13, IGF1R, COL1A1, WNT11, PLAU, GPC1, HPSE, ITGA5, TLR4	271	204	8865	2.726014760147601	0.13005243674579592	0.0696442650833229	0.06843095036061692
GOTERM_BP_DIRECT	GO:0051496~positive regulation of stress fiber assembly	8	1.1799410029498525	5.462637890000658E-4	WNT11, SDC4, SYNPO2L, LPAR1, FERMT2, PFN2, S100A10, AMOT	518	54	19416	5.552981552981553	0.7520296488841067	0.18089800462921246	0.18068535023505589
UP_KW_BIOLOGICAL_PROCESS	KW-0037~Angiogenesis	13	1.9174041297935103	5.769626419085712E-4	EGFL7, CEMIP2, SH2D2A, TNFAIP2, NRXN3, FN1, SHB, PIK3CG, PTK2, COL4A2, PRKD1, MFGE8, ZNF354C	320	141	11434	3.2943705673758865	0.050615712949117375	0.017308879257257135	0.017116558376620947
GOTERM_CC_DIRECT	GO:0008076~voltage-gated potassium channel complex	10	1.4749262536873156	5.916873955928599E-4	LRRC26, KCND2, KCNMB1, KCNQ1, KCNC4, KCNQ2, KCNA3, KCNN1, KCNQ5, KCNJ3	556	88	20666	4.223757357750163	0.23924238499250738	0.02733595767639013	0.026625932801678697
GOTERM_BP_DIRECT	GO:0007229~integrin-mediated signaling pathway	11	1.6224188790560472	6.635314105646103E-4	ADAMDEC1, FYB1, ITGB4, ITGB3, FN1, ISG15, PRKD1, ITGA5, THY1, PTK2, FERMT2	518	109	19416	3.782650278063122	0.8161976342715209	0.18089800462921246	0.18068535023505589
GOTERM_BP_DIRECT	GO:0051770~positive regulation of nitric-oxide synthase biosynthetic process	5	0.7374631268436578	7.00899013921993E-4	FCER2, IFNG, LRRK2, TLR4, MAP2K6	518	16	19416	11.713320463320462	0.8329264966565086	0.18089800462921246	0.18068535023505589
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	29	4.277286135693215	7.088479805219925E-4	SLC23A2, ACHE, NRP2, CSF3R, ITGB4, CTNND2, ITGB3, LAMA3, SIRPG, THY1, ARHGAP5, ISLR, PDZD2, NEO1, EGFL7, PCDHGA6, MYBPC2, FN1, COL1A1, PCDHGA11, CLDN10, PCDHGA12, CXCL12, PXDN, TLN2, ITGA5, HPSE, MFGE8, FERMT2	518	543	19416	2.0018345101218027	0.8362839076231283	0.18089800462921246	0.18068535023505589
INTERPRO	IPR018980:FERM_PH-like_C	6	0.8849557522123894	7.775364546296036E-4	FRMD3, EPB41L5, EPB41L4A, FRMD6, FRMD4B, PTPN13	573	27	20667	8.015125072716696	0.7288853980998597	0.08698041139123165	0.08641021799116995
UP_SEQ_FEATURE	TRANSMEM:Helical; Name=Segment S5	8	1.1799410029498525	8.906219047016732E-4	KCND2, KCNQ1, KCNC4, KCNQ2, KCNA3, KCNN1, KCNN2, KCNQ5	572	56	20502	5.12037962037962	0.8984541761548289	0.15241509529127967	0.1518213473548119
UP_SEQ_FEATURE	TRANSMEM:Helical; Name=Segment S6	8	1.1799410029498525	8.906219047016732E-4	KCND2, KCNQ1, KCNC4, KCNQ2, KCNA3, KCNN1, KCNN2, KCNQ5	572	56	20502	5.12037962037962	0.8984541761548289	0.15241509529127967	0.1518213473548119
